Environment	Season	Replication	Block	Row	Col	Yield	Genotype
BDLalpur	2018DS	2	NA	3	77	1267.52584	Genotype_10823
BDLalpur	2018DS	1	NA	2	33	801.8604651	Genotype_10825
BDLalpur	2018DS	2	NA	4	51	2341.007752	Genotype_10825
BDLalpur	2018DS	1	NA	2	42	3001.408269	Genotype_10826
BDLalpur	2018DS	2	NA	3	50	NA	Genotype_10826
BDLalpur	2018DS	1	NA	2	19	3551.421189	Genotype_10829
BDLalpur	2018DS	2	NA	5	66	3259.069767	Genotype_10829
BDLalpur	2018DS	1	NA	1	5	3672.55814	Genotype_10835
BDLalpur	2018DS	2	NA	2	81	1268.937339	Genotype_10835
BDLalpur	2018DS	1	NA	5	33	1856.782946	Genotype_10844
BDLalpur	2018DS	2	NA	1	74	1349.896641	Genotype_10844
BDLalpur	2018DS	1	NA	1	42	NA	Genotype_10847
BDLalpur	2018DS	2	NA	5	82	2068.217054	Genotype_10847
BDLalpur	2018DS	1	NA	3	41	3039.069767	Genotype_10849
BDLalpur	2018DS	2	NA	1	55	1746.925065	Genotype_10849
BDLalpur	2018DS	1	NA	3	9	3277.777778	Genotype_10850
BDLalpur	2018DS	2	NA	1	69	3366.065891	Genotype_10850
BDLalpur	2018DS	1	NA	6	19	3618.100775	Genotype_10853
BDLalpur	2018DS	2	NA	5	59	2585.865633	Genotype_10853
BDLalpur	2018DS	1	NA	5	16	2432.49354	Genotype_10854
BDLalpur	2018DS	2	NA	1	45	1292.932817	Genotype_10854
BDLalpur	2018DS	1	NA	3	35	2211.111111	Genotype_10856
BDLalpur	2018DS	2	NA	6	47	2424.418605	Genotype_10856
BDLalpur	2018DS	1	NA	5	40	NA	Genotype_10869
BDLalpur	2018DS	2	NA	6	86	4230.03876	Genotype_10869
BDLalpur	2018DS	1	NA	6	11	NA	Genotype_10870
BDLalpur	2018DS	2	NA	4	53	2923.333333	Genotype_10870
BDLalpur	2018DS	1	NA	4	20	1724.651163	Genotype_10874
BDLalpur	2018DS	2	NA	5	86	3103.824289	Genotype_10874
BDLalpur	2018DS	1	NA	4	25	1658.914729	Genotype_10876
BDLalpur	2018DS	2	NA	3	45	1625	Genotype_10876
BDLalpur	2018DS	1	NA	6	40	NA	Genotype_10881
BDLalpur	2018DS	2	NA	2	85	2529.715762	Genotype_10881
BDLalpur	2018DS	1	NA	6	37	3831.111111	Genotype_10886
BDLalpur	2018DS	2	NA	5	55	3397.868217	Genotype_10886
BDLalpur	2018DS	1	NA	2	21	1489.567183	Genotype_10895
BDLalpur	2018DS	2	NA	3	86	NA	Genotype_10895
BDLalpur	2018DS	1	NA	5	43	3923.72093	Genotype_10899
BDLalpur	2018DS	2	NA	6	52	2607.364341	Genotype_10899
BDLalpur	2018DS	1	NA	6	2	2097.635659	Genotype_10902
BDLalpur	2018DS	2	NA	5	60	3458.081395	Genotype_10902
BDLalpur	2018DS	1	NA	2	43	1886.569767	Genotype_10903
BDLalpur	2018DS	2	NA	1	51	3323.385013	Genotype_10903
BDLalpur	2018DS	1	NA	1	14	2183.617571	Genotype_10904
BDLalpur	2018DS	2	NA	2	55	1810.416667	Genotype_10904
BDLalpur	2018DS	1	NA	2	24	1195.394057	Genotype_10911
BDLalpur	2018DS	2	NA	3	58	NA	Genotype_10911
BDLalpur	2018DS	1	NA	4	32	3026.20155	Genotype_10912
BDLalpur	2018DS	2	NA	2	66	3732.067183	Genotype_10912
BDLalpur	2018DS	1	NA	5	39	1739.832041	Genotype_10919
BDLalpur	2018DS	2	NA	2	74	2288.81137	Genotype_10919
BDLalpur	2018DS	1	NA	2	16	1238.656331	Genotype_10923
BDLalpur	2018DS	2	NA	4	79	1493.242894	Genotype_10923
BDLalpur	2018DS	1	NA	4	11	1230.749354	Genotype_10925
BDLalpur	2018DS	2	NA	6	70	2682.577519	Genotype_10925
BDLalpur	2018DS	1	NA	6	24	1790.258398	Genotype_10928
BDLalpur	2018DS	2	NA	2	83	NA	Genotype_10928
BDLalpur	2018DS	1	NA	3	22	1350	Genotype_10930
BDLalpur	2018DS	2	NA	4	66	2125.820413	Genotype_10930
BDLalpur	2018DS	1	NA	6	13	NA	Genotype_10932
BDLalpur	2018DS	2	NA	2	70	2158.430233	Genotype_10932
BDLalpur	2018DS	1	NA	5	30	3710.439276	Genotype_10934
BDLalpur	2018DS	2	NA	1	79	4044.186047	Genotype_10934
BDLalpur	2018DS	1	NA	4	6	1729.354005	Genotype_10936
BDLalpur	2018DS	2	NA	3	81	1486.020672	Genotype_10936
BDLalpur	2018DS	1	NA	2	12	3016.666667	Genotype_10937
BDLalpur	2018DS	2	NA	3	76	2526.899225	Genotype_10937
BDLalpur	2018DS	1	NA	6	4	1297.222222	Genotype_10941
BDLalpur	2018DS	2	NA	2	82	NA	Genotype_10941
BDLalpur	2018DS	1	NA	3	6	1080.284238	Genotype_10943
BDLalpur	2018DS	2	NA	4	78	2258.100775	Genotype_10943
BDLalpur	2018DS	1	NA	1	11	2424.844961	Genotype_10947
BDLalpur	2018DS	2	NA	4	68	1435.723514	Genotype_10947
BDLalpur	2018DS	1	NA	3	3	2172.713178	Genotype_10949
BDLalpur	2018DS	2	NA	1	48	4498.875969	Genotype_10949
BDLalpur	2018DS	1	NA	1	19	NA	Genotype_10955
BDLalpur	2018DS	2	NA	2	65	1375.968992	Genotype_10955
BDLalpur	2018DS	1	NA	1	18	1272.55814	Genotype_10960
BDLalpur	2018DS	2	NA	4	62	1282.028424	Genotype_10960
BDLalpur	2018DS	1	NA	3	30	1612.906977	Genotype_10961
BDLalpur	2018DS	2	NA	6	48	3251.434109	Genotype_10961
BDLalpur	2018DS	1	NA	5	13	1716.666667	Genotype_10963
BDLalpur	2018DS	2	NA	2	51	1028.536822	Genotype_10963
BDLalpur	2018DS	1	NA	3	5	3240.852713	Genotype_10965
BDLalpur	2018DS	2	NA	6	71	3453.488372	Genotype_10965
BDLalpur	2018DS	1	NA	4	43	712.5452196	Genotype_10966
BDLalpur	2018DS	2	NA	5	57	3464.341085	Genotype_10966
BDLalpur	2018DS	1	NA	4	29	3406.27907	Genotype_10970
BDLalpur	2018DS	2	NA	1	82	2683.062016	Genotype_10970
BDLalpur	2018DS	1	NA	1	17	2614.644703	Genotype_10977
BDLalpur	2018DS	2	NA	5	78	3161.563307	Genotype_10977
BDLalpur	2018DS	1	NA	4	30	1236.20155	Genotype_10980
BDLalpur	2018DS	2	NA	4	80	1771.627907	Genotype_10980
BDLalpur	2018DS	1	NA	4	7	2877.189922	Genotype_10984
BDLalpur	2018DS	2	NA	1	67	3786.711886	Genotype_10984
BDLalpur	2018DS	1	NA	5	19	3795.348837	Genotype_10985
BDLalpur	2018DS	2	NA	2	71	2945.994832	Genotype_10985
BDLalpur	2018DS	1	NA	5	15	1744.186047	Genotype_10994
BDLalpur	2018DS	2	NA	6	83	2563.281654	Genotype_10994
BDLalpur	2018DS	1	NA	6	33	5550.507106	Genotype_10996
BDLalpur	2018DS	2	NA	3	63	NA	Genotype_10996
BDLalpur	2018DS	1	NA	2	28	1302.51938	Genotype_11003
BDLalpur	2018DS	2	NA	4	49	3428.824289	Genotype_11003
BDLalpur	2018DS	1	NA	1	34	3519.573643	Check1
BDLalpur	2018DS	2	NA	3	52	NA	Check1
BDTanore	2018DS	1	NA	2	22	772.1228384	Check1
BDTanore	2018DS	2	NA	4	82	1351.937984	Check1
MMYezin	2018DS	1	NA	22	3	3864.394327	Check1
MMYezin	2018DS	2	NA	47	1	4854.94186	Check1
MMKyaukse	2018DS	1	NA	8	6	842.9389535	Check1
MMKyaukse	2018DS	2	NA	69	5	3692.093023	Check1
MMPangkone	2018DS	1	NA	18	4	4959.96164	Check1
MMPangkone	2018DS	2	NA	80	2	2759.593023	Check1
MMYezin	2018DS	1	NA	34	6	4948.969919	Check2
MMYezin	2018DS	2	NA	86	1	4309.043225	Check2
BDTanore	2018DS	1	NA	1	1	391.3983304	Genotype_10421
BDTanore	2018DS	1	NA	1	2	593.7313655	Genotype_10302
BDTanore	2018DS	1	NA	1	3	461.5384615	Genotype_10457
BDTanore	2018DS	1	NA	1	4	417.4120453	Genotype_10937
BDTanore	2018DS	1	NA	1	5	368.783542	Genotype_10431
BDTanore	2018DS	1	NA	1	6	260.8825283	Genotype_10611
BDTanore	2018DS	1	NA	1	7	525.0298151	Genotype_10392
BDTanore	2018DS	1	NA	1	8	509.8837209	Genotype_10770
BDTanore	2018DS	1	NA	1	9	575.1937984	Genotype_10615
BDTanore	2018DS	1	NA	1	10	556.9096601	Genotype_10592
BDTanore	2018DS	1	NA	1	11	484.3470483	Genotype_10186
BDTanore	2018DS	1	NA	1	12	590.4144305	Genotype_10725
BDTanore	2018DS	1	NA	1	13	472.0632081	Genotype_10473
MMKyaukse	2018DS	1	NA	26	2	2695.648344	Check2
BDTanore	2018DS	1	NA	1	15	508.765653	Genotype_10814
BDTanore	2018DS	1	NA	1	16	435.8974359	Genotype_10690
BDTanore	2018DS	1	NA	1	17	583.7805605	Genotype_10949
BDTanore	2018DS	1	NA	1	18	556.2760883	Genotype_10489
BDTanore	2018DS	1	NA	1	19	492.8443649	Genotype_10874
BDTanore	2018DS	1	NA	1	20	424.9031008	Genotype_10318
BDTanore	2018DS	1	NA	1	21	520.3488372	Genotype_10936
BDTanore	2018DS	1	NA	1	22	570.2146691	Genotype_10629
BDTanore	2018DS	1	NA	1	23	582.9830054	Genotype_10941
BDTanore	2018DS	1	NA	1	24	165.6976744	Genotype_10835
BDTanore	2018DS	1	NA	1	25	669.0518784	Genotype_10605
BDTanore	2018DS	1	NA	1	26	660.405486	Genotype_10923
BDTanore	2018DS	1	NA	1	27	455.6350626	Genotype_10424
BDTanore	2018DS	1	NA	1	28	483.5644007	Genotype_10463
BDTanore	2018DS	1	NA	1	29	506.4102564	Genotype_10445
BDTanore	2018DS	1	NA	1	30	536.381932	Genotype_10685
BDTanore	2018DS	1	NA	1	31	488.1484794	Genotype_10195
BDTanore	2018DS	1	NA	1	32	772.0483005	Genotype_10985
BDTanore	2018DS	1	NA	1	33	1027.355397	Genotype_10269
BDTanore	2018DS	1	NA	1	34	847.6073345	Genotype_10695
BDTanore	2018DS	1	NA	1	35	561.5831843	Genotype_10292
BDTanore	2018DS	1	NA	1	36	810.5992844	Genotype_10823
BDTanore	2018DS	1	NA	1	37	511.7098986	Genotype_10721
BDTanore	2018DS	1	NA	1	38	1313.357185	Genotype_10984
BDTanore	2018DS	1	NA	1	39	888.7298748	Genotype_10475
BDTanore	2018DS	1	NA	1	40	953.2647585	Genotype_10334
BDTanore	2018DS	1	NA	1	41	706.3506261	Genotype_10456
BDTanore	2018DS	1	NA	1	42	588.9982111	Genotype_10673
BDTanore	2018DS	1	NA	1	43	410.4203936	Genotype_10370
BDTanore	2018DS	1	NA	2	43	629.0250447	Genotype_10248
BDTanore	2018DS	1	NA	2	42	1006.976744	Genotype_10886
BDTanore	2018DS	1	NA	2	41	570.6618962	Genotype_10371
BDTanore	2018DS	1	NA	2	40	639.1621944	Genotype_10375
BDTanore	2018DS	1	NA	2	39	1921.288014	Genotype_10782
BDTanore	2018DS	1	NA	2	38	1136.404293	Genotype_10970
BDTanore	2018DS	1	NA	2	37	794.8792487	Genotype_10254
BDTanore	2018DS	1	NA	2	36	1006.410256	Genotype_10647
BDTanore	2018DS	1	NA	2	35	810.0178891	Genotype_10639
BDTanore	2018DS	1	NA	2	34	1624.120453	Genotype_10187
BDTanore	2018DS	1	NA	2	33	924.8658318	Genotype_10178
BDTanore	2018DS	1	NA	2	32	998.8372093	Genotype_10311
BDTanore	2018DS	1	NA	2	31	1617.26297	Genotype_10389
BDTanore	2018DS	1	NA	2	30	819.9165176	Genotype_10960
BDTanore	2018DS	1	NA	2	29	872.3911747	Genotype_10654
BDTanore	2018DS	1	NA	2	28	658.16935	Genotype_10930
BDTanore	2018DS	1	NA	2	27	584.2576029	Genotype_10717
BDTanore	2018DS	1	NA	2	26	1092.561121	Genotype_10352
BDTanore	2018DS	1	NA	2	25	809.6675611	Genotype_10401
BDTanore	2018DS	1	NA	2	24	771.6905188	Genotype_10353
BDTanore	2018DS	1	NA	2	23	789.3261777	Genotype_10274
MMKyaukse	2018DS	2	NA	65	6	2099.636628	Check2
BDTanore	2018DS	1	NA	2	21	1267.754919	Genotype_10869
BDTanore	2018DS	1	NA	2	20	1058.750745	Genotype_10977
BDTanore	2018DS	1	NA	2	19	952.0274299	Genotype_10530
BDTanore	2018DS	1	NA	2	18	663.3870006	Genotype_10965
BDTanore	2018DS	1	NA	2	17	894.5438283	Genotype_10555
BDTanore	2018DS	1	NA	2	16	479.8747764	Genotype_10503
BDTanore	2018DS	1	NA	2	15	481.3953488	Genotype_10297
BDTanore	2018DS	1	NA	2	14	812.5	Genotype_10545
BDTanore	2018DS	1	NA	2	13	813.1559332	Genotype_10659
BDTanore	2018DS	1	NA	2	12	525.6410256	Genotype_10500
BDTanore	2018DS	1	NA	2	11	441.9797257	Genotype_10176
BDTanore	2018DS	1	NA	2	10	711.5384615	Genotype_10295
BDTanore	2018DS	1	NA	2	9	837.5	Genotype_10363
BDTanore	2018DS	1	NA	2	8	926.1329756	Genotype_10367
BDTanore	2018DS	1	NA	2	7	564.177102	Genotype_10441
BDTanore	2018DS	1	NA	2	6	639.0429338	Genotype_10413
BDTanore	2018DS	1	NA	2	5	1033.989267	Genotype_10594
BDTanore	2018DS	1	NA	2	4	833.0351819	Genotype_10932
BDTanore	2018DS	1	NA	2	3	873.9564699	Genotype_10849
BDTanore	2018DS	1	NA	2	2	778.1753131	Genotype_10455
BDTanore	2018DS	1	NA	2	1	777.3106738	Genotype_10359
BDTanore	2018DS	1	NA	3	1	898.5912343	Genotype_10327
BDTanore	2018DS	1	NA	3	2	818.6046512	Genotype_10626
BDTanore	2018DS	1	NA	3	3	720.147585	Genotype_10895
BDTanore	2018DS	1	NA	3	4	785.6290996	Genotype_10289
BDTanore	2018DS	1	NA	3	5	642.8145498	Genotype_10169
BDTanore	2018DS	1	NA	3	6	582.960644	Genotype_10321
BDTanore	2018DS	1	NA	3	7	479.8747764	Genotype_10704
BDTanore	2018DS	1	NA	3	8	595.2295766	Genotype_10388
BDTanore	2018DS	1	NA	3	9	501.1627907	Genotype_10994
BDTanore	2018DS	1	NA	3	10	376.118068	Genotype_10697
BDTanore	2018DS	1	NA	3	11	498.1812761	Genotype_10432
BDTanore	2018DS	1	NA	3	12	794.8717949	Genotype_10429
BDTanore	2018DS	1	NA	3	13	865.8318426	Genotype_10508
BDTanore	2018DS	1	NA	3	14	852.9815146	Genotype_10701
BDTanore	2018DS	1	NA	3	15	793.679189	Genotype_10439
BDTanore	2018DS	1	NA	3	16	679.3381038	Genotype_10707
BDTanore	2018DS	1	NA	3	17	719.8121646	Genotype_10478
BDTanore	2018DS	1	NA	3	18	691.3387001	Genotype_10719
BDTanore	2018DS	1	NA	3	19	482.647585	Genotype_10775
BDTanore	2018DS	1	NA	3	20	924.8658318	Genotype_10416
BDTanore	2018DS	1	NA	3	21	778.1753131	Genotype_10684
BDTanore	2018DS	1	NA	3	22	816.1896243	Genotype_10720
BDTanore	2018DS	1	NA	3	23	802.2137746	Genotype_10667
BDTanore	2018DS	1	NA	3	24	678.5554562	Genotype_10430
BDTanore	2018DS	1	NA	3	25	570.6618962	Genotype_10560
BDTanore	2018DS	1	NA	3	26	1749.791294	Genotype_10462
BDTanore	2018DS	1	NA	3	27	1115.384615	Genotype_10386
BDTanore	2018DS	1	NA	3	28	859.2725104	Genotype_10799
BDTanore	2018DS	1	NA	3	29	398.360167	Genotype_10587
BDTanore	2018DS	1	NA	3	30	898.1514609	Genotype_10286
BDTanore	2018DS	1	NA	3	31	461.5384615	Genotype_10947
BDTanore	2018DS	1	NA	3	32	569.3649374	Genotype_10815
BDTanore	2018DS	1	NA	3	33	557.543232	Genotype_10347
BDTanore	2018DS	1	NA	3	34	677.1466905	Genotype_10743
MMPangkone	2018DS	1	NA	33	5	2207.674419	Check2
BDTanore	2018DS	1	NA	3	36	472.3017293	Genotype_10847
BDTanore	2018DS	1	NA	3	37	1496.645796	Genotype_10902
BDTanore	2018DS	1	NA	3	38	782.0512821	Genotype_10173
BDTanore	2018DS	1	NA	3	39	647.1601073	Genotype_10943
BDTanore	2018DS	1	NA	3	40	525.6410256	Genotype_10417
BDTanore	2018DS	1	NA	3	41	1542.039356	Genotype_10811
BDTanore	2018DS	1	NA	3	42	1003.577818	Genotype_10346
BDTanore	2018DS	1	NA	3	43	940.1162791	Genotype_10270
BDTanore	2018DS	1	NA	4	43	862.4776386	Genotype_10795
BDTanore	2018DS	1	NA	4	42	783.7581992	Genotype_10515
BDTanore	2018DS	1	NA	4	41	1294.871795	Genotype_10309
BDTanore	2018DS	1	NA	4	40	558.3407871	Genotype_10354
BDTanore	2018DS	1	NA	4	39	573.9415623	Genotype_10595
BDTanore	2018DS	1	NA	4	38	1105.724508	Genotype_10448
BDTanore	2018DS	1	NA	4	37	765.6976744	Genotype_10588
BDTanore	2018DS	1	NA	4	36	820.5128205	Genotype_10496
BDTanore	2018DS	1	NA	4	35	882.4910555	Genotype_10934
BDTanore	2018DS	1	NA	4	34	1121.794872	Genotype_10674
BDTanore	2018DS	1	NA	4	33	921.43709	Genotype_10766
BDTanore	2018DS	1	NA	4	32	911.7471676	Genotype_10705
BDTanore	2018DS	1	NA	4	31	862.4776386	Genotype_10760
BDTanore	2018DS	1	NA	4	30	482.6326774	Genotype_10162
BDTanore	2018DS	1	NA	4	29	1154.293381	Genotype_10471
BDTanore	2018DS	1	NA	4	28	1741.562314	Genotype_10395
BDTanore	2018DS	1	NA	4	27	354.6138939	Genotype_10516
BDTanore	2018DS	1	NA	4	26	487.1794872	Genotype_10853
BDTanore	2018DS	1	NA	4	25	868.9624329	Genotype_10925
BDTanore	2018DS	1	NA	4	24	1353.764162	Genotype_10390
BDTanore	2018DS	1	NA	4	23	1121.645796	Genotype_10589
BDTanore	2018DS	1	NA	4	22	564.1025641	Genotype_10755
BDTanore	2018DS	1	NA	4	21	817.1213476	Genotype_10793
BDTanore	2018DS	1	NA	4	20	1193.202147	Genotype_10980
BDTanore	2018DS	1	NA	4	19	605.4338104	Genotype_10337
BDTanore	2018DS	1	NA	4	18	555.7692308	Genotype_10805
BDTanore	2018DS	1	NA	4	17	458.6985689	Genotype_10963
BDTanore	2018DS	1	NA	4	16	910.2564103	Genotype_10480
BDTanore	2018DS	1	NA	4	15	1127.057245	Genotype_10961
BDTanore	2018DS	1	NA	4	14	1063.506261	Genotype_10224
BDTanore	2018DS	1	NA	4	13	1023.971377	Genotype_10903
BDTanore	2018DS	1	NA	4	12	447.450805	Genotype_10767
BDTanore	2018DS	1	NA	4	11	544.8717949	Genotype_10996
BDTanore	2018DS	1	NA	4	10	449.3067979	Genotype_10854
BDTanore	2018DS	1	NA	4	9	805.0387597	Genotype_10483
BDTanore	2018DS	1	NA	4	8	765.2057245	Genotype_10787
BDTanore	2018DS	1	NA	4	7	860.4949314	Genotype_10826
BDTanore	2018DS	1	NA	4	6	561.5831843	Genotype_10796
BDTanore	2018DS	1	NA	4	5	468.8431723	Genotype_10226
BDTanore	2018DS	1	NA	4	4	601.1627907	Genotype_10634
BDTanore	2018DS	1	NA	4	3	846.1538462	Genotype_10850
BDTanore	2018DS	1	NA	4	2	711.0912343	Genotype_10531
BDTanore	2018DS	1	NA	4	1	758.4973166	Genotype_10175
BDTanore	2018DS	1	NA	5	1	918.4853906	Genotype_10762
BDTanore	2018DS	1	NA	5	2	886.2701252	Genotype_10955
BDTanore	2018DS	1	NA	5	3	570.6618962	Genotype_10904
BDTanore	2018DS	1	NA	5	4	540.3100775	Genotype_10578
BDTanore	2018DS	1	NA	5	5	538.2379249	Genotype_10856
BDTanore	2018DS	1	NA	5	6	575.1565295	Genotype_10273
BDTanore	2018DS	1	NA	5	7	425.7602862	Genotype_10966
BDTanore	2018DS	1	NA	5	8	929.3082886	Genotype_10816
BDTanore	2018DS	1	NA	5	9	484.2725104	Genotype_10200
BDTanore	2018DS	1	NA	5	10	1218.649374	Genotype_10488
BDTanore	2018DS	1	NA	5	11	1340.041741	Genotype_10340
BDTanore	2018DS	1	NA	5	12	557.6923077	Genotype_10757
BDTanore	2018DS	1	NA	5	13	596.8992248	Genotype_10411
BDTanore	2018DS	1	NA	5	14	625.4099583	Genotype_10198
BDTanore	2018DS	1	NA	5	15	724.3589744	Genotype_10372
BDTanore	2018DS	1	NA	5	16	701.0286225	Genotype_10801
BDTanore	2018DS	1	NA	5	17	833.0351819	Genotype_10461
BDTanore	2018DS	1	NA	5	18	955.4859869	Genotype_10748
BDTanore	2018DS	1	NA	5	19	716.4579606	Genotype_10876
BDTanore	2018DS	1	NA	5	20	616.2567084	Genotype_10298
BDTanore	2018DS	1	NA	5	21	831.1717352	Genotype_10738
BDTanore	2018DS	1	NA	5	22	585.092427	Genotype_10911
BDTanore	2018DS	1	NA	5	23	513.1932021	Genotype_10228
BDTanore	2018DS	1	NA	5	24	933.7209302	Genotype_10467
BDTanore	2018DS	1	NA	5	25	980.0238521	Genotype_10742
BDTanore	2018DS	1	NA	5	26	1271.019678	Genotype_10184
BDTanore	2018DS	1	NA	5	27	714.1547406	Genotype_10590
BDTanore	2018DS	1	NA	5	28	1010.13715	Genotype_10582
BDTanore	2018DS	1	NA	5	29	966.234347	Genotype_10164
BDTanore	2018DS	1	NA	5	30	994.7525343	Genotype_10232
BDTanore	2018DS	1	NA	5	31	1128.205128	Genotype_10899
BDTanore	2018DS	1	NA	5	32	872.3911747	Genotype_10499
BDTanore	2018DS	1	NA	5	33	800.2385212	Genotype_10303
BDTanore	2018DS	1	NA	5	34	912.254025	Genotype_10444
BDTanore	2018DS	1	NA	5	35	747.763864	Genotype_10382
BDTanore	2018DS	1	NA	5	36	812.4329159	Genotype_10277
BDTanore	2018DS	1	NA	5	37	1415.01938	Genotype_10400
BDTanore	2018DS	1	NA	5	38	855.3220036	Genotype_10361
BDTanore	2018DS	1	NA	5	39	601.1627907	Genotype_10714
BDTanore	2018DS	1	NA	5	40	854.0250447	Genotype_10306
BDTanore	2018DS	1	NA	5	41	944.5438283	Genotype_10881
BDTanore	2018DS	1	NA	5	42	1111.449016	Genotype_10288
BDTanore	2018DS	1	NA	5	43	774.7391175	Genotype_10211
BDTanore	2018DS	1	NA	6	43	1020.572451	Genotype_10752
BDTanore	2018DS	1	NA	6	42	1718.545021	Genotype_10598
BDTanore	2018DS	1	NA	6	41	2109.70483	Genotype_10736
BDTanore	2018DS	1	NA	6	40	823.568873	Genotype_10493
BDTanore	2018DS	1	NA	6	39	1763.864043	Genotype_10786
BDTanore	2018DS	1	NA	6	38	843.2692308	Genotype_10928
BDTanore	2018DS	1	NA	6	37	1298.747764	Genotype_10415
BDTanore	2018DS	1	NA	6	36	965.2653548	Genotype_10290
BDTanore	2018DS	1	NA	6	35	1449.552773	Genotype_10610
BDTanore	2018DS	1	NA	6	34	1408.765653	Genotype_10870
BDTanore	2018DS	1	NA	6	33	1300.089445	Genotype_10485
BDTanore	2018DS	1	NA	6	32	941.3387001	Genotype_10596
BDTanore	2018DS	1	NA	6	31	1125.641026	Genotype_11003
BDTanore	2018DS	1	NA	6	30	2233.094812	Genotype_10683
MMPangkone	2018DS	2	NA	59	1	2024.900164	Check2
BDLalpur	2018DS	1	NA	3	23	1901.052972	Check3
BDTanore	2018DS	1	NA	6	27	479.8747764	Genotype_10299
BDTanore	2018DS	1	NA	6	26	375.2534287	Genotype_10419
BDTanore	2018DS	1	NA	6	25	779.293381	Genotype_10279
BDTanore	2018DS	1	NA	6	24	856.7680382	Genotype_10220
BDTanore	2018DS	1	NA	6	23	1131.976744	Genotype_10436
BDTanore	2018DS	1	NA	6	22	808.7358378	Genotype_10844
BDTanore	2018DS	1	NA	6	21	477.6386404	Genotype_10362
BDTanore	2018DS	1	NA	6	20	1085.13715	Genotype_10262
BDTanore	2018DS	1	NA	6	19	1128.354204	Genotype_10251
BDTanore	2018DS	1	NA	6	18	808.7358378	Genotype_10374
BDTanore	2018DS	1	NA	6	17	1418.455575	Genotype_10633
BDTanore	2018DS	1	NA	6	16	2737.209302	Genotype_10785
BDTanore	2018DS	1	NA	6	15	1510.957066	Genotype_10630
BDTanore	2018DS	1	NA	6	14	1024.597496	Genotype_10240
BDTanore	2018DS	1	NA	6	13	1541.27907	Genotype_10706
BDTanore	2018DS	1	NA	6	12	1114.132379	Genotype_10328
BDTanore	2018DS	1	NA	6	11	1121.86941	Genotype_10266
BDTanore	2018DS	1	NA	6	10	629.6958855	Genotype_10829
BDTanore	2018DS	1	NA	6	9	564.7435897	Genotype_10568
BDTanore	2018DS	1	NA	6	8	317.7101968	Genotype_10919
BDTanore	2018DS	1	NA	6	7	1279.815146	Genotype_10222
BDTanore	2018DS	1	NA	6	6	1517.44186	Genotype_10472
BDTanore	2018DS	1	NA	6	5	940.1162791	Genotype_10794
BDLalpur	2018DS	2	NA	1	56	3856.21447	Check3
BDTanore	2018DS	1	NA	6	3	3556.484794	Genotype_10912
BDTanore	2018DS	1	NA	6	2	2749.701849	Genotype_10813
BDTanore	2018DS	1	NA	6	1	1723.941562	Genotype_10825
BDTanore	2018DS	2	NA	1	44	665.1162791	Genotype_10388
BDTanore	2018DS	2	NA	1	45	417.4642218	Genotype_10270
BDTanore	2018DS	2	NA	1	46	419.797257	Genotype_10598
BDTanore	2018DS	2	NA	1	47	543.470483	Genotype_10996
BDTanore	2018DS	2	NA	1	48	610.509839	Genotype_10667
BDTanore	2018DS	2	NA	1	49	708.4078712	Genotype_10714
BDTanore	2018DS	2	NA	1	50	691.3387001	Genotype_10279
BDTanore	2018DS	2	NA	1	51	704.5915325	Genotype_10496
BDTanore	2018DS	2	NA	1	52	705.9928444	Genotype_10930
BDTanore	2018DS	2	NA	1	53	558.4973166	Genotype_10589
BDTanore	2018DS	2	NA	1	54	187.2093023	Genotype_10815
BDTanore	2018DS	2	NA	1	55	384.6153846	Genotype_10372
BDTanore	2018DS	2	NA	1	56	111.2552177	Genotype_10354
BDTanore	2018DS	2	NA	1	57	1403.697078	Genotype_10178
BDTanore	2018DS	2	NA	1	58	401.0286225	Genotype_10480
BDTanore	2018DS	2	NA	1	59	1576.028623	Genotype_10555
BDTanore	2018DS	2	NA	1	60	1344.663089	Genotype_10531
BDTanore	2018DS	2	NA	1	61	137.5894454	Genotype_10298
BDTanore	2018DS	2	NA	1	62	1810.375671	Genotype_10811
BDTanore	2018DS	2	NA	1	63	669.0518784	Genotype_10273
BDTanore	2018DS	2	NA	1	64	1168.783542	Genotype_10431
BDTanore	2018DS	2	NA	1	65	559.1234347	Genotype_10634
BDTanore	2018DS	2	NA	1	66	653.8461538	Genotype_10361
BDTanore	2018DS	2	NA	1	67	754.610167	Genotype_10705
BDTanore	2018DS	2	NA	1	68	836.73226	Genotype_10415
BDTanore	2018DS	2	NA	1	69	767.4418605	Genotype_10943
BDTanore	2018DS	2	NA	1	70	1206.618962	Genotype_10353
BDTanore	2018DS	2	NA	1	71	1279.427549	Genotype_10297
BDTanore	2018DS	2	NA	1	72	1803.376565	Genotype_10684
BDTanore	2018DS	2	NA	1	73	1241.562314	Genotype_10295
BDTanore	2018DS	2	NA	1	74	202.5044723	Genotype_10224
BDTanore	2018DS	2	NA	1	75	1442.576029	Genotype_10309
BDTanore	2018DS	2	NA	1	76	406.9394753	Genotype_10960
BDTanore	2018DS	2	NA	1	77	721.4669052	Genotype_11003
BDTanore	2018DS	2	NA	1	78	1071.526535	Genotype_10516
BDTanore	2018DS	2	NA	1	79	555.9928444	Genotype_10347
BDTanore	2018DS	2	NA	1	80	1143.112701	Genotype_10226
BDTanore	2018DS	2	NA	1	81	970.7811568	Genotype_10382
