Environment,Season,Replication,Block,Row,Col,Yield,Genotype
Env1,2018DS,2,NA,5,70,2321.356589,Genotype10738
Env1,2018DS,2,NA,5,71,3366.27907,Genotype10489
Env1,2018DS,2,NA,5,72,4879.031008,Genotype10431
Env1,2018DS,2,NA,5,73,4160.503876,Genotype10395
Env1,2018DS,2,NA,5,74,3196.27907,Genotype10610
Env1,2018DS,2,NA,5,75,2088.294574,Genotype10186
Env1,2018DS,2,NA,5,76,186.3178295,Genotype10327
Env1,2018DS,2,NA,5,77,2645.313307,Genotype10277
Env1,2018DS,2,NA,5,78,3161.563307,Genotype10977
Env1,2018DS,2,NA,5,79,3476.744186,Genotype10787
Env1,2018DS,2,NA,5,80,3132.44186,Genotype10717
Env1,2018DS,2,NA,5,81,3065.775194,Genotype10701
Env1,2018DS,2,NA,5,82,2068.217054,Genotype10847
Env1,2018DS,2,NA,5,83,2898.966408,Genotype10298
Env1,2018DS,2,NA,5,84,2429.96124,Genotype10795
Env1,2018DS,2,NA,5,85,2690.05814,Genotype10589
Env1,2018DS,2,NA,5,86,3103.824289,Genotype10874
Env1,2018DS,2,NA,6,86,4230.03876,Genotype10869
Env1,2018DS,2,NA,6,85,1717.790698,Genotype10337
Env1,2018DS,2,NA,6,84,1788.70801,Genotype10770
Env1,2018DS,2,NA,6,83,2563.281654,Genotype10994
Env1,2018DS,2,NA,6,82,2018.627261,Genotype10545
Env1,2018DS,2,NA,6,81,2702.383721,Genotype10799
Env1,2018DS,2,NA,6,80,NA,Genotype10164
Env1,2018DS,2,NA,6,79,2815.691214,Genotype10224
Env1,2018DS,2,NA,6,78,2125.542636,Genotype10582
Env1,2018DS,2,NA,6,77,2218.908269,Genotype10303
Env1,2018DS,2,NA,6,76,3384.496124,Genotype10587
Env1,2018DS,2,NA,6,75,2796.789406,Genotype10588
Env1,2018DS,2,NA,6,74,3523.255814,Genotype10647
Env1,2018DS,2,NA,6,73,2748.443152,Genotype10684
Env1,2018DS,2,NA,6,72,2943.79845,Genotype10311
Env1,2018DS,2,NA,6,71,3453.488372,Genotype10965
Env1,2018DS,2,NA,6,70,2682.577519,Genotype10925
Env1,2018DS,2,NA,6,69,2213.882429,Genotype10367
Env1,2018DS,2,NA,6,68,2604.547804,Genotype10270
Env1,2018DS,2,NA,6,67,3428.294574,Genotype10363
Env1,2018DS,2,NA,6,66,2598.837209,Genotype10302
Env1,2018DS,2,NA,6,65,2349.431525,Genotype10704
Env1,2018DS,2,NA,6,64,2281.20155,Genotype10413
Env1,2018DS,2,NA,6,63,2031.686047,Genotype10478
Env1,2018DS,2,NA,6,62,3734.418605,Genotype10392
Env1,2018DS,2,NA,6,61,2546.343669,Genotype10411
Env1,2018DS,2,NA,6,60,3850.0323,Genotype10755
Env1,2018DS,2,NA,6,59,1213.963178,Genotype10318
Env1,2018DS,2,NA,6,58,3110.465116,Genotype10690
Env1,2018DS,2,NA,6,57,3401.29845,Genotype10598
Env1,2018DS,2,NA,6,56,3349.612403,Genotype10594
Env1,2018DS,2,NA,6,55,2715.142119,Genotype10340
Env1,2018DS,2,NA,6,54,1560.607235,Genotype10456
Env1,2018DS,2,NA,6,53,1870.658915,Genotype10813
Env1,2018DS,2,NA,6,52,2607.364341,Genotype10899
Env1,2018DS,2,NA,6,51,1547.596899,Genotype10667
Env1,2018DS,2,NA,6,50,1371.944444,Genotype10421
Env1,2018DS,2,NA,6,49,2335.897933,Genotype10176
Env1,2018DS,2,NA,6,48,3251.434109,Genotype10961
Env1,2018DS,2,NA,6,47,2424.418605,Genotype10856
Env1,2018DS,2,NA,6,46,1796.085271,Genotype10248
Env1,2018DS,2,NA,6,45,1693.123385,Genotype10508
Env1,2018DS,2,NA,6,44,2718.255814,Genotype10389
Env2,2018DS,1,NA,1,1,391.3983304,Genotype10421
Env2,2018DS,1,NA,1,2,593.7313655,Genotype10302
Env2,2018DS,1,NA,1,3,461.5384615,Genotype10457
Env2,2018DS,1,NA,1,4,417.4120453,Genotype10937
Env2,2018DS,1,NA,1,5,368.783542,Genotype10431
Env2,2018DS,1,NA,1,6,260.8825283,Genotype10611
Env2,2018DS,1,NA,1,7,525.0298151,Genotype10392
Env2,2018DS,1,NA,1,8,509.8837209,Genotype10770
Env2,2018DS,1,NA,1,9,575.1937984,Genotype10615
Env2,2018DS,1,NA,1,10,556.9096601,Genotype10592
Env2,2018DS,1,NA,1,11,484.3470483,Genotype10186
Env2,2018DS,1,NA,1,12,590.4144305,Genotype10725
Env2,2018DS,1,NA,1,13,472.0632081,Genotype10473
Env3,2018DS,1,NA,26,2,2695.648344,Check2
Env2,2018DS,1,NA,1,15,508.765653,Genotype10814
Env2,2018DS,1,NA,1,16,435.8974359,Genotype10690
Env2,2018DS,1,NA,1,17,583.7805605,Genotype10949
Env2,2018DS,1,NA,1,18,556.2760883,Genotype10489
Env2,2018DS,1,NA,1,19,492.8443649,Genotype10874
Env2,2018DS,1,NA,1,20,424.9031008,Genotype10318
Env2,2018DS,1,NA,1,21,520.3488372,Genotype10936
Env2,2018DS,1,NA,1,22,570.2146691,Genotype10629
Env2,2018DS,1,NA,1,23,582.9830054,Genotype10941
Env2,2018DS,1,NA,1,24,165.6976744,Genotype10835
Env2,2018DS,1,NA,1,25,669.0518784,Genotype10605
Env2,2018DS,1,NA,1,26,660.405486,Genotype10923
Env2,2018DS,1,NA,1,27,455.6350626,Genotype10424
Env2,2018DS,1,NA,1,28,483.5644007,Genotype10463
Env2,2018DS,1,NA,1,29,506.4102564,Genotype10445
Env2,2018DS,1,NA,1,30,536.381932,Genotype10685
Env2,2018DS,1,NA,1,31,488.1484794,Genotype10195
Env2,2018DS,1,NA,1,32,772.0483005,Genotype10985
Env2,2018DS,1,NA,1,33,1027.355397,Genotype10269
Env2,2018DS,1,NA,1,34,847.6073345,Genotype10695
Env2,2018DS,1,NA,1,35,561.5831843,Genotype10292
Env2,2018DS,1,NA,1,36,810.5992844,Genotype10823
Env2,2018DS,1,NA,1,37,511.7098986,Genotype10721
Env2,2018DS,1,NA,1,38,1313.357185,Genotype10984
Env2,2018DS,1,NA,1,39,888.7298748,Genotype10475
Env2,2018DS,1,NA,1,40,953.2647585,Genotype10334
Env2,2018DS,1,NA,1,41,706.3506261,Genotype10456
Env2,2018DS,1,NA,1,42,588.9982111,Genotype10673
Env2,2018DS,1,NA,1,43,410.4203936,Genotype10370
Env2,2018DS,1,NA,2,43,629.0250447,Genotype10248
Env2,2018DS,1,NA,2,42,1006.976744,Genotype10886
Env2,2018DS,1,NA,2,41,570.6618962,Genotype10371
Env2,2018DS,1,NA,2,40,639.1621944,Genotype10375
Env2,2018DS,1,NA,2,39,1921.288014,Genotype10782
Env2,2018DS,1,NA,2,38,1136.404293,Genotype10970
Env2,2018DS,1,NA,2,37,794.8792487,Genotype10254
Env2,2018DS,1,NA,2,36,1006.410256,Genotype10647
Env2,2018DS,1,NA,2,35,810.0178891,Genotype10639
Env2,2018DS,1,NA,2,34,1624.120453,Genotype10187
Env2,2018DS,1,NA,2,33,924.8658318,Genotype10178
Env2,2018DS,1,NA,2,32,998.8372093,Genotype10311
Env2,2018DS,1,NA,2,31,1617.26297,Genotype10389
Env2,2018DS,1,NA,2,30,819.9165176,Genotype10960
Env2,2018DS,1,NA,2,29,872.3911747,Genotype10654
Env2,2018DS,1,NA,2,28,658.16935,Genotype10930
Env2,2018DS,1,NA,2,27,584.2576029,Genotype10717
Env2,2018DS,1,NA,2,26,1092.561121,Genotype10352
Env2,2018DS,1,NA,2,25,809.6675611,Genotype10401
Env2,2018DS,1,NA,2,24,771.6905188,Genotype10353
Env2,2018DS,1,NA,2,23,789.3261777,Genotype10274
Env3,2018DS,2,NA,65,6,2099.636628,Check2
Env2,2018DS,1,NA,2,21,1267.754919,Genotype10869
Env2,2018DS,1,NA,2,20,1058.750745,Genotype10977
Env2,2018DS,1,NA,2,19,952.0274299,Genotype10530
Env2,2018DS,1,NA,2,18,663.3870006,Genotype10965
Env2,2018DS,1,NA,2,17,894.5438283,Genotype10555
Env2,2018DS,1,NA,2,16,479.8747764,Genotype10503
Env2,2018DS,1,NA,2,15,481.3953488,Genotype10297
Env2,2018DS,1,NA,2,14,812.5,Genotype10545
Env2,2018DS,1,NA,2,13,813.1559332,Genotype10659
Env2,2018DS,1,NA,2,12,525.6410256,Genotype10500
Env2,2018DS,1,NA,2,11,441.9797257,Genotype10176
Env2,2018DS,1,NA,2,10,711.5384615,Genotype10295
Env2,2018DS,1,NA,2,9,837.5,Genotype10363
Env2,2018DS,1,NA,2,8,926.1329756,Genotype10367
Env2,2018DS,1,NA,2,7,564.177102,Genotype10441
Env2,2018DS,1,NA,2,6,639.0429338,Genotype10413
Env2,2018DS,1,NA,2,5,1033.989267,Genotype10594
Env2,2018DS,1,NA,2,4,833.0351819,Genotype10932
Env2,2018DS,1,NA,2,3,873.9564699,Genotype10849
Env2,2018DS,1,NA,2,2,778.1753131,Genotype10455
Env2,2018DS,1,NA,2,1,777.3106738,Genotype10359
Env2,2018DS,1,NA,3,1,898.5912343,Genotype10327
Env2,2018DS,1,NA,3,2,818.6046512,Genotype10626
Env2,2018DS,1,NA,3,3,720.147585,Genotype10895
Env2,2018DS,1,NA,3,4,785.6290996,Genotype10289
Env2,2018DS,1,NA,3,5,642.8145498,Genotype10169
Env2,2018DS,1,NA,3,6,582.960644,Genotype10321
Env2,2018DS,1,NA,3,7,479.8747764,Genotype10704
Env2,2018DS,1,NA,3,8,595.2295766,Genotype10388
Env2,2018DS,1,NA,3,9,501.1627907,Genotype10994
Env2,2018DS,1,NA,3,10,376.118068,Genotype10697
Env2,2018DS,1,NA,3,11,498.1812761,Genotype10432
Env2,2018DS,1,NA,3,12,794.8717949,Genotype10429
Env2,2018DS,1,NA,3,13,865.8318426,Genotype10508
Env2,2018DS,1,NA,3,14,852.9815146,Genotype10701
Env2,2018DS,1,NA,3,15,793.679189,Genotype10439
Env2,2018DS,1,NA,3,16,679.3381038,Genotype10707
Env2,2018DS,1,NA,3,17,719.8121646,Genotype10478
Env2,2018DS,1,NA,3,18,691.3387001,Genotype10719
Env2,2018DS,1,NA,3,19,482.647585,Genotype10775
Env2,2018DS,1,NA,3,20,924.8658318,Genotype10416
Env2,2018DS,1,NA,3,21,778.1753131,Genotype10684
Env2,2018DS,1,NA,3,22,816.1896243,Genotype10720
Env2,2018DS,1,NA,3,23,802.2137746,Genotype10667
Env2,2018DS,1,NA,3,24,678.5554562,Genotype10430
Env2,2018DS,1,NA,3,25,570.6618962,Genotype10560
Env2,2018DS,1,NA,3,26,1749.791294,Genotype10462
Env2,2018DS,1,NA,3,27,1115.384615,Genotype10386
Env2,2018DS,1,NA,3,28,859.2725104,Genotype10799
Env2,2018DS,1,NA,3,29,398.360167,Genotype10587
Env2,2018DS,1,NA,3,30,898.1514609,Genotype10286
Env2,2018DS,1,NA,3,31,461.5384615,Genotype10947
Env2,2018DS,1,NA,3,32,569.3649374,Genotype10815
Env2,2018DS,1,NA,3,33,557.543232,Genotype10347
Env2,2018DS,1,NA,3,34,677.1466905,Genotype10743
Env4,2018DS,1,NA,33,5,2207.674419,Check2
Env2,2018DS,1,NA,3,36,472.3017293,Genotype10847
Env2,2018DS,1,NA,3,37,1496.645796,Genotype10902
Env2,2018DS,1,NA,3,38,782.0512821,Genotype10173
Env2,2018DS,1,NA,3,39,647.1601073,Genotype10943
Env2,2018DS,1,NA,3,40,525.6410256,Genotype10417
Env2,2018DS,1,NA,3,41,1542.039356,Genotype10811
Env2,2018DS,1,NA,3,42,1003.577818,Genotype10346
Env2,2018DS,1,NA,3,43,940.1162791,Genotype10270
Env2,2018DS,1,NA,4,43,862.4776386,Genotype10795
Env2,2018DS,1,NA,4,42,783.7581992,Genotype10515
Env2,2018DS,1,NA,4,41,1294.871795,Genotype10309
Env2,2018DS,1,NA,4,40,558.3407871,Genotype10354
Env2,2018DS,1,NA,4,39,573.9415623,Genotype10595
Env2,2018DS,1,NA,4,38,1105.724508,Genotype10448
Env2,2018DS,1,NA,4,37,765.6976744,Genotype10588
Env2,2018DS,1,NA,4,36,820.5128205,Genotype10496
Env2,2018DS,1,NA,4,35,882.4910555,Genotype10934
Env2,2018DS,1,NA,4,34,1121.794872,Genotype10674
Env2,2018DS,1,NA,4,33,921.43709,Genotype10766
Env2,2018DS,1,NA,4,32,911.7471676,Genotype10705
Env2,2018DS,1,NA,4,31,862.4776386,Genotype10760
Env2,2018DS,1,NA,4,30,482.6326774,Genotype10162
Env2,2018DS,1,NA,4,29,1154.293381,Genotype10471
Env2,2018DS,1,NA,4,28,1741.562314,Genotype10395
Env2,2018DS,1,NA,4,27,354.6138939,Genotype10516
Env2,2018DS,1,NA,4,26,487.1794872,Genotype10853
Env2,2018DS,1,NA,4,25,868.9624329,Genotype10925
Env2,2018DS,1,NA,4,24,1353.764162,Genotype10390
Env2,2018DS,1,NA,4,23,1121.645796,Genotype10589
Env2,2018DS,1,NA,4,22,564.1025641,Genotype10755
Env2,2018DS,1,NA,4,21,817.1213476,Genotype10793
Env2,2018DS,1,NA,4,20,1193.202147,Genotype10980
Env2,2018DS,1,NA,4,19,605.4338104,Genotype10337
Env2,2018DS,1,NA,4,18,555.7692308,Genotype10805
Env2,2018DS,1,NA,4,17,458.6985689,Genotype10963
Env2,2018DS,1,NA,4,16,910.2564103,Genotype10480
Env2,2018DS,1,NA,4,15,1127.057245,Genotype10961
Env2,2018DS,1,NA,4,14,1063.506261,Genotype10224
Env2,2018DS,1,NA,4,13,1023.971377,Genotype10903
Env2,2018DS,1,NA,4,12,447.450805,Genotype10767
Env2,2018DS,1,NA,4,11,544.8717949,Genotype10996
Env2,2018DS,1,NA,4,10,449.3067979,Genotype10854
Env2,2018DS,1,NA,4,9,805.0387597,Genotype10483
Env2,2018DS,1,NA,4,8,765.2057245,Genotype10787
Env2,2018DS,1,NA,4,7,860.4949314,Genotype10826
Env2,2018DS,1,NA,4,6,561.5831843,Genotype10796
Env2,2018DS,1,NA,4,5,468.8431723,Genotype10226
Env2,2018DS,1,NA,4,4,601.1627907,Genotype10634
Env2,2018DS,1,NA,4,3,846.1538462,Genotype10850
Env2,2018DS,1,NA,4,2,711.0912343,Genotype10531
Env2,2018DS,1,NA,4,1,758.4973166,Genotype10175
Env2,2018DS,1,NA,5,1,918.4853906,Genotype10762
Env2,2018DS,1,NA,5,2,886.2701252,Genotype10955
Env2,2018DS,1,NA,5,3,570.6618962,Genotype10904
Env2,2018DS,1,NA,5,4,540.3100775,Genotype10578
Env2,2018DS,1,NA,5,5,538.2379249,Genotype10856
Env2,2018DS,1,NA,5,6,575.1565295,Genotype10273
Env2,2018DS,1,NA,5,7,425.7602862,Genotype10966
Env2,2018DS,1,NA,5,8,929.3082886,Genotype10816
Env2,2018DS,1,NA,5,9,484.2725104,Genotype10200
Env2,2018DS,1,NA,5,10,1218.649374,Genotype10488
Env2,2018DS,1,NA,5,11,1340.041741,Genotype10340
Env2,2018DS,1,NA,5,12,557.6923077,Genotype10757
Env2,2018DS,1,NA,5,13,596.8992248,Genotype10411
Env2,2018DS,1,NA,5,14,625.4099583,Genotype10198
Env2,2018DS,1,NA,5,15,724.3589744,Genotype10372
Env2,2018DS,1,NA,5,16,701.0286225,Genotype10801
Env2,2018DS,1,NA,5,17,833.0351819,Genotype10461
Env2,2018DS,1,NA,5,18,955.4859869,Genotype10748
Env2,2018DS,1,NA,5,19,716.4579606,Genotype10876
Env2,2018DS,1,NA,5,20,616.2567084,Genotype10298
Env2,2018DS,1,NA,5,21,831.1717352,Genotype10738
Env2,2018DS,1,NA,5,22,585.092427,Genotype10911
Env2,2018DS,1,NA,5,23,513.1932021,Genotype10228
Env2,2018DS,1,NA,5,24,933.7209302,Genotype10467
Env2,2018DS,1,NA,5,25,980.0238521,Genotype10742
Env2,2018DS,1,NA,5,26,1271.019678,Genotype10184
Env2,2018DS,1,NA,5,27,714.1547406,Genotype10590
Env2,2018DS,1,NA,5,28,1010.13715,Genotype10582
Env2,2018DS,1,NA,5,29,966.234347,Genotype10164
Env2,2018DS,1,NA,5,30,994.7525343,Genotype10232
Env2,2018DS,1,NA,5,31,1128.205128,Genotype10899
Env2,2018DS,1,NA,5,32,872.3911747,Genotype10499
Env2,2018DS,1,NA,5,33,800.2385212,Genotype10303
Env2,2018DS,1,NA,5,34,912.254025,Genotype10444
Env2,2018DS,1,NA,5,35,747.763864,Genotype10382
Env2,2018DS,1,NA,5,36,812.4329159,Genotype10277
Env2,2018DS,1,NA,5,37,1415.01938,Genotype10400
Env2,2018DS,1,NA,5,38,855.3220036,Genotype10361
Env2,2018DS,1,NA,5,39,601.1627907,Genotype10714
Env2,2018DS,1,NA,5,40,854.0250447,Genotype10306
Env2,2018DS,1,NA,5,41,944.5438283,Genotype10881
Env2,2018DS,1,NA,5,42,1111.449016,Genotype10288
Env2,2018DS,1,NA,5,43,774.7391175,Genotype10211
Env2,2018DS,1,NA,6,43,1020.572451,Genotype10752
Env2,2018DS,1,NA,6,42,1718.545021,Genotype10598
Env2,2018DS,1,NA,6,41,2109.70483,Genotype10736
Env2,2018DS,1,NA,6,40,823.568873,Genotype10493
Env2,2018DS,1,NA,6,39,1763.864043,Genotype10786
Env2,2018DS,1,NA,6,38,843.2692308,Genotype10928
Env2,2018DS,1,NA,6,37,1298.747764,Genotype10415
Env2,2018DS,1,NA,6,36,965.2653548,Genotype10290
Env2,2018DS,1,NA,6,35,1449.552773,Genotype10610
Env2,2018DS,1,NA,6,34,1408.765653,Genotype10870
Env2,2018DS,1,NA,6,33,1300.089445,Genotype10485
Env2,2018DS,1,NA,6,32,941.3387001,Genotype10596
Env2,2018DS,1,NA,6,31,1125.641026,Genotype11003
Env2,2018DS,1,NA,6,30,2233.094812,Genotype10683
Env4,2018DS,2,NA,59,1,2024.900164,Check2
Env1,2018DS,1,NA,3,23,1901.052972,Check3
Env2,2018DS,1,NA,6,27,479.8747764,Genotype10299
Env2,2018DS,1,NA,6,26,375.2534287,Genotype10419
Env2,2018DS,1,NA,6,25,779.293381,Genotype10279
Env2,2018DS,1,NA,6,24,856.7680382,Genotype10220
Env2,2018DS,1,NA,6,23,1131.976744,Genotype10436
Env2,2018DS,1,NA,6,22,808.7358378,Genotype10844
Env2,2018DS,1,NA,6,21,477.6386404,Genotype10362
Env2,2018DS,1,NA,6,20,1085.13715,Genotype10262
Env2,2018DS,1,NA,6,19,1128.354204,Genotype10251
Env2,2018DS,1,NA,6,18,808.7358378,Genotype10374
Env2,2018DS,1,NA,6,17,1418.455575,Genotype10633
Env2,2018DS,1,NA,6,16,2737.209302,Genotype10785
Env2,2018DS,1,NA,6,15,1510.957066,Genotype10630
Env2,2018DS,1,NA,6,14,1024.597496,Genotype10240
Env2,2018DS,1,NA,6,13,1541.27907,Genotype10706
Env2,2018DS,1,NA,6,12,1114.132379,Genotype10328
Env2,2018DS,1,NA,6,11,1121.86941,Genotype10266
Env2,2018DS,1,NA,6,10,629.6958855,Genotype10829
Env2,2018DS,1,NA,6,9,564.7435897,Genotype10568
Env2,2018DS,1,NA,6,8,317.7101968,Genotype10919
Env2,2018DS,1,NA,6,7,1279.815146,Genotype10222
Env2,2018DS,1,NA,6,6,1517.44186,Genotype10472
Env2,2018DS,1,NA,6,5,940.1162791,Genotype10794
Env1,2018DS,2,NA,1,56,3856.21447,Check3
Env2,2018DS,1,NA,6,3,3556.484794,Genotype10912
Env2,2018DS,1,NA,6,2,2749.701849,Genotype10813
Env2,2018DS,1,NA,6,1,1723.941562,Genotype10825
Env2,2018DS,2,NA,1,44,665.1162791,Genotype10388
Env2,2018DS,2,NA,1,45,417.4642218,Genotype10270
Env2,2018DS,2,NA,1,46,419.797257,Genotype10598
Env2,2018DS,2,NA,1,47,543.470483,Genotype10996
Env2,2018DS,2,NA,1,48,610.509839,Genotype10667
Env2,2018DS,2,NA,1,49,708.4078712,Genotype10714
Env2,2018DS,2,NA,1,50,691.3387001,Genotype10279
Env2,2018DS,2,NA,1,51,704.5915325,Genotype10496
Env2,2018DS,2,NA,1,52,705.9928444,Genotype10930
Env2,2018DS,2,NA,1,53,558.4973166,Genotype10589
Env2,2018DS,2,NA,1,54,187.2093023,Genotype10815
Env2,2018DS,2,NA,1,55,384.6153846,Genotype10372
Env2,2018DS,2,NA,1,56,111.2552177,Genotype10354
Env2,2018DS,2,NA,1,57,1403.697078,Genotype10178
Env2,2018DS,2,NA,1,58,401.0286225,Genotype10480
Env2,2018DS,2,NA,1,59,1576.028623,Genotype10555
Env2,2018DS,2,NA,1,60,1344.663089,Genotype10531
Env2,2018DS,2,NA,1,61,137.5894454,Genotype10298
Env2,2018DS,2,NA,1,62,1810.375671,Genotype10811
Env2,2018DS,2,NA,1,63,669.0518784,Genotype10273
Env2,2018DS,2,NA,1,64,1168.783542,Genotype10431
Env2,2018DS,2,NA,1,65,559.1234347,Genotype10634
Env2,2018DS,2,NA,1,66,653.8461538,Genotype10361
Env2,2018DS,2,NA,1,67,754.610167,Genotype10705
Env2,2018DS,2,NA,1,68,836.73226,Genotype10415
Env2,2018DS,2,NA,1,69,767.4418605,Genotype10943
Env2,2018DS,2,NA,1,70,1206.618962,Genotype10353
Env2,2018DS,2,NA,1,71,1279.427549,Genotype10297
Env2,2018DS,2,NA,1,72,1803.376565,Genotype10684
Env2,2018DS,2,NA,1,73,1241.562314,Genotype10295
Env2,2018DS,2,NA,1,74,202.5044723,Genotype10224
Env2,2018DS,2,NA,1,75,1442.576029,Genotype10309
Env2,2018DS,2,NA,1,76,406.9394753,Genotype10960
Env2,2018DS,2,NA,1,77,721.4669052,Genotype11003
Env2,2018DS,2,NA,1,78,1071.526535,Genotype10516
Env2,2018DS,2,NA,1,79,555.9928444,Genotype10347
Env2,2018DS,2,NA,1,80,1143.112701,Genotype10226
Env2,2018DS,2,NA,1,81,970.7811568,Genotype10382
Env2,2018DS,2,NA,1,82,1567.561121,Genotype10462
Env2,2018DS,2,NA,1,83,576.9230769,Genotype10413
Env2,2018DS,2,NA,1,84,184.078712,Genotype10813
Env2,2018DS,2,NA,1,85,385.19678,Genotype10582
Env2,2018DS,2,NA,1,86,929.3679189,Genotype10970
Env2,2018DS,2,NA,2,86,852.9815146,Genotype10799
Env2,2018DS,2,NA,2,85,422.6296959,Genotype10760
Env2,2018DS,2,NA,2,84,1798.330352,Genotype10184
Env2,2018DS,2,NA,2,83,178.4436494,Genotype10856
Env2,2018DS,2,NA,2,82,297.6147883,Genotype10793
Env2,2018DS,2,NA,2,81,404.5319022,Genotype10919
Env2,2018DS,2,NA,2,80,331.7829457,Genotype10375
Env2,2018DS,2,NA,2,79,364.4007156,Genotype10292
Env2,2018DS,2,NA,2,78,139.3112701,Genotype10605
Env2,2018DS,2,NA,2,77,454.9791294,Genotype10444
Env2,2018DS,2,NA,2,76,322.0035778,Genotype10472
Env2,2018DS,2,NA,2,75,265.4740608,Genotype10445
Env2,2018DS,2,NA,2,74,457.7370304,Genotype10473
Env2,2018DS,2,NA,2,73,851.0733453,Genotype10695
Env2,2018DS,2,NA,2,72,66.78592725,Genotype10175
Env2,2018DS,2,NA,2,71,226.8187239,Genotype10615
Env2,2018DS,2,NA,2,70,473.8073942,Genotype10720
Env2,2018DS,2,NA,2,69,1235.062612,Genotype10334
Env2,2018DS,2,NA,2,68,1878.428742,Genotype10436
Env2,2018DS,2,NA,2,67,855.7692308,Genotype10195
Env2,2018DS,2,NA,2,66,275.8050089,Genotype10439
Env2,2018DS,2,NA,2,65,1569.022063,Genotype10912
Env2,2018DS,2,NA,2,64,578.0858676,Genotype10595
Env2,2018DS,2,NA,2,63,506.4400716,Genotype10748
Env2,2018DS,2,NA,2,62,536.1359571,Genotype10923
Env2,2018DS,2,NA,2,61,1083.333333,Genotype10775
Env2,2018DS,2,NA,2,60,1444.543828,Genotype10545
Env2,2018DS,2,NA,2,59,2120.304114,Genotype10630
Env2,2018DS,2,NA,2,58,2390.578414,Genotype10762
Env2,2018DS,2,NA,2,57,1085.13715,Genotype10499
Env2,2018DS,2,NA,2,56,831.1419201,Genotype10633
Env2,2018DS,2,NA,2,55,242.6952892,Genotype10485
Env2,2018DS,2,NA,2,54,223.5241503,Genotype10483
Env2,2018DS,2,NA,2,53,353.9654144,Genotype10448
Env2,2018DS,2,NA,2,52,750.5068575,Genotype10704
Env2,2018DS,2,NA,2,51,751.3416816,Genotype10467
Env2,2018DS,2,NA,2,50,227.549195,Genotype10386
Env2,2018DS,2,NA,2,49,183.6612999,Genotype10736
Env2,2018DS,2,NA,2,48,179.2784735,Genotype10318
Env2,2018DS,2,NA,2,47,151.7218247,Genotype10592
Env2,2018DS,2,NA,2,46,386.4042934,Genotype10847
Env2,2018DS,2,NA,2,45,766.5474061,Genotype10198
Env2,2018DS,2,NA,2,44,472.2719141,Genotype10673
Env2,2018DS,2,NA,3,44,313.372093,Genotype10211
Env2,2018DS,2,NA,3,45,536.6428145,Genotype10977
Env2,2018DS,2,NA,3,46,237.1794872,Genotype10340
Env2,2018DS,2,NA,3,47,680.1207513,Genotype10610
Env2,2018DS,2,NA,3,48,804.1144902,Genotype10925
Env2,2018DS,2,NA,3,49,747.763864,Genotype10725
Env2,2018DS,2,NA,3,50,452.8920692,Genotype10904
Env2,2018DS,2,NA,3,51,705.1282051,Genotype10596
Env2,2018DS,2,NA,3,52,695.5277281,Genotype10611
Env2,2018DS,2,NA,3,53,738.4168157,Genotype10844
Env2,2018DS,2,NA,3,54,273.9266547,Genotype10222
Env2,2018DS,2,NA,3,55,1529.651163,Genotype10311
Env2,2018DS,2,NA,3,56,408.5420394,Genotype10489
Env2,2018DS,2,NA,3,57,653.8461538,Genotype10515
Env2,2018DS,2,NA,3,58,729.0697674,Genotype10934
Env2,2018DS,2,NA,3,59,787.5074538,Genotype10850
Env2,2018DS,2,NA,3,60,825.3726893,Genotype10411
Env2,2018DS,2,NA,3,61,719.6183661,Genotype10374
Env2,2018DS,2,NA,3,62,480.8586762,Genotype10503
Env2,2018DS,1,NA,6,28,852.7131783,Check3
Env2,2018DS,2,NA,5,84,163.2379249,Check3
Env2,2018DS,2,NA,3,65,428.2945736,Genotype10400
Env2,2018DS,2,NA,3,66,567.3822302,Genotype10629
Env2,2018DS,2,NA,3,67,1876.207513,Genotype10240
Env2,2018DS,2,NA,3,68,267.352415,Genotype10738
Env2,2018DS,2,NA,3,69,1930.307096,Genotype10903
Env2,2018DS,2,NA,3,70,363.580799,Genotype10794
Env2,2018DS,2,NA,3,71,785.7110912,Genotype10787
Env2,2018DS,2,NA,3,72,380.8735838,Genotype10200
Env2,2018DS,2,NA,3,73,1310.375671,Genotype10346
Env2,2018DS,2,NA,3,74,140.5336911,Genotype10363
Env2,2018DS,2,NA,3,75,484.8389982,Genotype10232
Env2,2018DS,2,NA,3,76,315.2057245,Genotype10881
Env2,2018DS,2,NA,3,77,438.8193202,Genotype10269
Env2,2018DS,2,NA,3,78,323.4943351,Genotype10947
Env2,2018DS,2,NA,3,79,969.9612403,Genotype10248
Env2,2018DS,2,NA,3,80,848.8372093,Genotype10937
Env2,2018DS,2,NA,3,81,994.1860465,Genotype10441
Env2,2018DS,2,NA,3,82,167.5238521,Genotype10796
Env2,2018DS,2,NA,3,83,588.372093,Genotype10395
Env2,2018DS,2,NA,3,84,724.8062016,Genotype10654
Env2,2018DS,2,NA,3,85,358.1395349,Genotype10337
Env2,2018DS,2,NA,3,86,1036.046512,Genotype10299
Env2,2018DS,2,NA,4,86,874.8360167,Genotype10416
Env2,2018DS,2,NA,4,85,759.391771,Genotype10683
Env2,2018DS,2,NA,4,84,1631.768038,Genotype10424
Env2,2018DS,2,NA,4,83,2225.641026,Genotype10985
Env1,2018DS,1,NA,1,33,3909.870801,Check4
